location,date,transportation_type,Value,E3_Fiscal measures,E4_International support,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,reproduction_rate,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,DayName,weekend_days,is_holiday,floor_month,shift_new_cases,shift_new_deaths,shift_reproduction,shift_positive,shift_vaccination,is_walking
Mexico,2021-08-03,driving,118.08,0,0,67.13,63.02,68.45,25,22340.398,120.288,3.166,1.21,0.415,53.38,37.71,20.28,6108,66.444,17336.469,2.5,1.38,Tuesday,0,0,2021-08-01,111.196,2.627,1.24,0.393,35.64,0
Mexico,2021-08-09,driving,113.11,0,0,72.69,66.15,72.02,25,23099.871,129.45,3.779,1.2,0.429,56.22,39.6,21.33,4874,66.444,17336.469,2.5,1.38,Monday,0,0,2021-08-01,122.123,3.248,1.21,0.421,38.24,0
Mexico,2021-08-09,walking,134.19,0,0,72.69,66.15,72.02,25,23099.871,129.45,3.779,1.2,0.429,56.22,39.6,21.33,4874,66.444,17336.469,2.5,1.38,Monday,0,0,2021-08-01,122.123,3.248,1.21,0.421,38.24,1
Russia,2020-01-15,driving,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-01-01,129.45,3.779,1.2,0.429,39.6,0
Russia,2020-01-23,driving,106.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-01-01,0,0,0,0,0,0
Russia,2020-01-26,walking,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0,2020-01-01,0,0,0,0,0,1
Russia,2020-01-30,walking,105.88,0,0,8.33,4.69,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-01-01,0,0,0,0,0,1
Russia,2020-02-03,walking,103.36,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-02-01,0,0,0,0,0,1
Russia,2020-02-04,walking,106.3,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-02-01,0,0,0,0,0,1
Russia,2020-02-09,driving,102.91,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-02-01,0,0,0,0,0,0
Russia,2020-02-10,driving,105.67,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-02-01,0.002,0,0,0,0,0
Russia,2020-02-11,driving,108.03,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-02-01,0.002,0,0,0,0,0
Russia,2020-02-13,walking,116.65,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-02-01,0,0,0,0,0,1
Russia,2020-02-18,walking,118.29,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-02-01,0,0,0,0,0,1
Russia,2020-02-21,walking,136.11,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-02-01,0,0,0,0,0,1
Russia,2020-02-23,driving,98.03,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,1,2020-02-01,0,0,0,0,0,0
Russia,2020-02-25,driving,107.76,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-02-01,0,0,0,0,0,0
Russia,2020-02-26,driving,109.73,0,0,8.33,6.77,7.74,0,0.014,0,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-02-01,0,0,0,0,0,0
Russia,2020-03-02,driving,103.4,0,0,8.33,6.77,7.74,0,0.021,0.001,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-03-01,0,0,0,0,0,0
Russia,2020-03-03,walking,109.66,0,0,8.33,6.77,7.74,0,0.021,0.001,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-03-01,0,0,0,0,0,1
Russia,2020-03-04,walking,114.53,0,0,8.33,6.77,7.74,0,0.021,0.001,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-03-01,0,0,0,0,0,1
Russia,2020-03-06,walking,124.12,0,0,16.67,17.71,20.24,0,0.089,0.011,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-03-01,0,0,0,0,0,1
Russia,2020-03-10,walking,114.92,0,0,26.39,23.18,26.49,0,0.137,0.017,0,0,0,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-03-01,0.002,0,0,0,0,1
Russia,2020-03-12,walking,115.19,0,0,26.39,23.18,26.49,0,0.192,0.023,0,0,0.001,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-03-01,0.011,0,0,0,0,1
Russia,2020-03-13,driving,114.46,0,0,26.39,23.18,26.49,0,0.308,0.031,0,0,0.001,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-03-01,0.015,0,0,0,0,0
Russia,2020-03-16,walking,97.95,0,0,44.91,33.59,38.39,0,0.617,0.071,0,0,0.001,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-03-01,0.017,0,0,0.001,0,1
Russia,2020-03-21,driving,93.22,0,0,62.5,43.49,49.7,0,2.097,0.242,0.001,2.2,0.004,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-03-01,0.071,0,0,0.001,0,0
Russia,2020-03-25,driving,94.43,0,0,62.5,48.7,55.65,0,4.509,0.5,0.003,2.48,0.008,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-03-01,0.204,0.001,2.18,0.003,0,0
Russia,2020-03-29,walking,53.22,0,0,64.35,49.74,56.85,0,10.512,1.142,0.007,2.51,0.007,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-03-01,0.373,0.001,2.34,0.005,0,1
Russia,2020-04-01,walking,36.45,0,0,87.04,68.75,71.43,50,19.029,2.074,0.021,2.38,0.006,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-04-01,0.766,0.003,2.52,0.009,0,1
Russia,2020-04-04,driving,45.98,0,0,87.04,68.75,71.43,50,32.419,3.394,0.038,2.14,0.008,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-04-01,1.369,0.008,2.49,0.007,0,0
Russia,2020-04-07,driving,57.15,0,0,85.19,71.88,75,50,51.372,5.051,0.04,2.1,0.01,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-04-01,2.651,0.026,2.32,0.008,0,0
Russia,2020-04-07,walking,48.01,0,0,85.19,71.88,75,50,51.372,5.051,0.04,2.1,0.01,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-04-01,2.651,0.026,2.32,0.008,0,1
Russia,2020-04-08,walking,46.66,0,0,85.19,71.88,75,50,59.424,5.771,0.038,2.08,0.013,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-04-01,3.047,0.029,2.21,0.008,0,1
Russia,2020-04-10,driving,62.77,0,0,85.19,71.88,75,50,81.66,7.604,0.059,2.07,0.014,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-04-01,3.774,0.036,2.11,0.009,0,0
Russia,2020-04-16,walking,45.2,0,0,85.19,71.88,75,50,191.442,17.432,0.153,1.94,0.028,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-04-01,8.666,0.062,2.06,0.015,0,1
Russia,2020-04-18,walking,42.35,0,0,85.19,71.88,75,50,252.12,22.72,0.203,1.88,0.035,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-04-01,11.732,0.099,2.04,0.019,0,1
Russia,2020-04-21,walking,48.33,0,0,85.19,75.78,79.46,50,361.553,30.993,0.28,1.62,0.043,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-04-01,17.432,0.153,1.94,0.028,0,1
Russia,2020-04-22,walking,47.84,0,0,85.19,75.78,79.46,50,397.432,32.802,0.308,1.54,0.043,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-04-01,19.667,0.175,1.91,0.031,0,1
Russia,2020-04-24,driving,64.28,0,0,85.19,75.78,79.46,50,470.225,35.842,0.335,1.44,0.041,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-04-01,26.512,0.226,1.81,0.039,0,0
Russia,2020-04-26,driving,58.5,0,0,85.19,75.78,79.46,50,554.694,37.293,0.378,1.39,0.039,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-04-01,30.993,0.28,1.62,0.043,0,0
Russia,2020-04-29,driving,70.31,0,0,85.19,75.78,79.46,50,681.121,40.527,0.449,1.36,0.038,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-04-01,35.842,0.335,1.44,0.041,0,0
Russia,2020-04-29,walking,54.12,0,0,85.19,75.78,79.46,50,681.121,40.527,0.449,1.36,0.038,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-04-01,35.842,0.335,1.44,0.041,0,1
Russia,2020-05-13,walking,65.52,0,0,78.24,73.44,75,62.5,1660.136,74.732,0.661,1.09,0.055,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-05-01,69.172,0.54,1.31,0.056,0,1
Russia,2020-05-20,driving,86.02,0,0,78.24,73.44,75,62.5,2115.367,65.033,0.744,0.95,0.04,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-05-01,73.403,0.68,1.02,0.052,0,0
Russia,2020-05-25,driving,91.02,0,0,78.24,73.44,75,62.5,2421.82,61.426,0.892,0.95,0.035,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-05-01,65.033,0.744,0.95,0.04,0,0
Russia,2020-05-29,driving,106.26,23460165,0,78.24,73.44,75,62.5,2656.144,59.885,1.101,0.96,0.032,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-05-01,61.406,0.891,0.95,0.035,0,0
Russia,2020-05-30,driving,98.79,0,0,78.24,73.44,75,62.5,2717.487,59.413,1.142,0.97,0.031,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-05-01,61.426,0.892,0.95,0.035,0,0
Russia,2020-05-31,walking,71.9,2126299,0,78.24,73.44,75,62.5,2780.995,60.068,1.128,0.98,0.031,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-05-01,61.085,0.95,0.95,0.034,0,1
Russia,2020-06-09,walking,111.71,0,0,68.98,63.02,63.1,62.5,3320.874,60.148,1.08,0.99,0.029,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-06-01,60.19,1.208,0.99,0.03,0,1
Russia,2020-06-11,walking,114.33,0,0,68.98,63.02,63.1,62.5,3438.53,59.97,1.122,0.99,0.028,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-06-01,60.23,1.137,0.99,0.03,0,1
Russia,2020-06-15,driving,129.21,0,0,68.98,63.02,63.1,62.5,3676.198,59.166,1.094,0.96,0.028,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-06-01,60.015,1.118,0.99,0.029,0,0
Russia,2020-06-22,walking,136.56,0,0,68.98,63.02,63.1,62.5,4052.95,53.822,1.091,0.92,0.026,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-06-01,58.271,1.094,0.94,0.028,0,1
Russia,2020-06-28,driving,141.66,0,0,68.98,63.02,63.1,62.5,4341.421,48.636,0.939,0.91,0.024,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-06-01,53.011,1.052,0.92,0.025,0,0
Russia,2020-07-03,driving,170.7,0,0,68.98,63.02,63.1,62.5,4570.141,46.014,1.051,0.94,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-07-01,48.636,0.939,0.91,0.024,0,0
Russia,2020-07-09,driving,175.36,0,0,68.98,63.02,63.1,62.5,4839.433,45.039,1.134,0.96,0.024,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-07-01,45.798,1.031,0.94,0.023,0,0
Russia,2020-07-10,driving,244.69,0,0,68.98,63.02,63.1,62.5,4884.816,44.954,1.132,0.96,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-07-01,45.735,1.062,0.95,0.023,0,0
Russia,2020-07-10,walking,185.92,0,0,68.98,63.02,63.1,62.5,4884.816,44.954,1.132,0.96,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-07-01,45.735,1.062,0.95,0.023,0,1
Russia,2020-07-15,driving,176.6,0,0,62.5,57.81,57.14,62.5,5106.381,44.49,1.08,0.96,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-07-01,44.954,1.132,0.96,0.023,0,0
Russia,2020-07-19,driving,173.52,0,0,62.5,57.81,57.14,62.5,5278.472,43.341,0.984,0.94,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-07-01,44.611,1.095,0.96,0.023,0,0
Russia,2020-07-22,driving,166.74,204897744.55,0,62.5,57.81,57.14,62.5,5398.93,41.793,0.952,0.94,0.022,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-07-01,44.186,1.083,0.96,0.023,0,0
Russia,2020-07-27,driving,169.88,0,0,62.5,57.81,57.14,62.5,5596.211,39.615,0.906,0.94,0.022,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-07-01,41.793,0.952,0.94,0.022,0,0
Russia,2020-07-29,walking,171.76,0,0,62.5,57.81,57.14,62.5,5670.415,38.784,0.905,0.94,0.021,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-07-01,40.623,0.901,0.94,0.021,0,1
Russia,2020-07-31,driving,179.47,0,0,62.5,57.81,57.14,62.5,5745.463,38.14,0.894,0.94,0.021,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-07-01,39.902,0.906,0.94,0.022,0,0
Russia,2020-08-01,driving,168.75,0,0,62.5,57.81,57.14,62.5,5782.664,37.745,0.844,0.94,0.02,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-08-01,39.615,0.906,0.94,0.022,0,0
Russia,2020-08-04,driving,177.39,0,0,62.5,57.81,57.14,62.5,5891.426,36.907,0.826,0.94,0.02,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-08-01,38.445,0.886,0.94,0.021,0,0
Russia,2020-08-09,driving,179.95,0,0,62.5,57.81,57.14,62.5,6069.286,35.673,0.782,0.95,0.02,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-08-01,36.907,0.826,0.94,0.02,0,0
Russia,2020-08-10,walking,182.51,0,0,62.5,57.81,57.14,62.5,6104.103,35.396,0.773,0.95,0.019,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-08-01,36.65,0.798,0.94,0.02,0,1
Russia,2020-08-12,driving,175.31,0,0,62.5,57.81,57.14,62.5,6172.257,35.042,0.75,0.96,0.019,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-08-01,36.139,0.743,0.95,0.02,0,0
Russia,2020-08-18,walking,192.99,0,0,62.5,57.81,57.14,62.5,6374.615,33.856,0.718,0.96,0.018,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-08-01,34.825,0.758,0.96,0.019,0,1
Russia,2020-08-22,walking,178.93,0,0,54.17,53.12,51.79,62.5,6506.558,33.012,0.669,0.96,0.018,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-08-01,34.026,0.719,0.96,0.018,0,1
Russia,2020-08-26,walking,186.64,0,0,54.17,53.12,51.79,62.5,6635.15,32.53,0.673,0.98,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-08-01,33.178,0.667,0.96,0.018,0,1
Russia,2020-08-30,walking,201.78,0,0,54.17,53.12,51.79,62.5,6766.531,32.443,0.689,1,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-08-01,32.675,0.673,0.97,0.017,0,1
Russia,2020-08-31,walking,249.97,0,0,54.17,53.12,51.79,62.5,6800.327,32.682,0.707,1.01,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-08-01,32.53,0.673,0.98,0.017,0,1
Russia,2020-09-01,walking,219.79,0,0,37.04,40.36,40.77,37.5,6832.327,32.712,0.711,1.01,0.016,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-09-01,32.44,0.685,0.98,0.017,0,1
Russia,2020-09-03,driving,161.44,0,0,37.04,40.36,40.77,37.5,6899.83,33.235,0.706,1.02,0.016,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-09-01,32.345,0.694,0.99,0.017,0,0
Russia,2020-09-12,walking,184.76,0,0,38.89,41.41,41.96,37.5,7220.111,35.762,0.704,1.05,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-09-01,34.195,0.675,1.04,0.017,0,1
Russia,2020-09-14,driving,147.35,0,0,38.89,41.41,41.96,37.5,7293.946,36.322,0.739,1.06,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-09-01,34.811,0.7,1.05,0.017,0,0
Russia,2020-09-14,walking,166.01,0,0,38.89,41.41,41.96,37.5,7293.946,36.322,0.739,1.06,0.017,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-09-01,34.811,0.7,1.05,0.017,0,1
Russia,2020-09-18,walking,179.13,0,0,38.89,41.41,41.96,37.5,7448.241,37.882,0.802,1.08,0.018,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-09-01,36.02,0.733,1.06,0.017,0,1
Russia,2020-09-29,driving,137.06,0,0,40.74,47.66,49.11,37.5,7965.411,50.19,0.862,1.23,0.021,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-09-01,41.921,0.853,1.15,0.019,0,0
Russia,2020-10-02,walking,174.19,0,0,47.69,51.56,53.57,37.5,8147,56.62,0.987,1.25,0.023,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-10-01,46.317,0.871,1.2,0.02,0,1
Russia,2020-10-11,walking,139.49,0,0,47.69,51.56,53.57,37.5,8851.145,80.905,1.185,1.24,0.026,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-10-01,67.397,1.08,1.27,0.026,0,1
Russia,2020-10-12,driving,123.54,0,0,47.69,51.56,53.57,37.5,8943.008,83.498,1.193,1.24,0.028,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-10-01,69.952,1.101,1.26,0.026,0,0
Russia,2020-10-24,walking,139.55,0,0,44.91,50,51.79,37.5,10191.287,108.894,1.752,1.12,0.032,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-10-01,99.432,1.577,1.17,0.031,0,1
Russia,2020-10-30,walking,138.44,0,0,44.91,50.78,52.68,37.5,10884.564,114.957,2.065,1.1,0.032,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-10-01,110.449,1.797,1.11,0.032,0,1
Russia,2020-11-02,walking,126.34,0,0,44.91,50.78,52.68,37.5,11256.183,119.295,2.126,1.1,0.033,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-11-01,112.388,1.925,1.1,0.032,0,1
Russia,2020-11-04,driving,114.43,0,0,44.91,50.78,52.68,37.5,11515.985,124.861,2.197,1.12,0.034,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,1,2020-11-01,114.957,2.065,1.1,0.032,0,0
Russia,2020-11-05,walking,126.77,0,0,44.91,50.78,52.68,37.5,11646.975,126.524,2.128,1.11,0.035,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-11-01,116.498,2.095,1.1,0.032,0,1
Russia,2020-11-08,walking,110.98,0,0,44.91,50.78,52.68,37.5,12063.086,132.909,2.218,1.11,0.037,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-11-01,121.34,2.156,1.11,0.033,0,1
Russia,2020-11-10,driving,109.07,0,0,44.91,50.78,52.68,37.5,12353.23,138.679,2.24,1.1,0.039,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-11-01,126.524,2.128,1.11,0.035,0,0
Russia,2020-11-11,driving,107.95,0,0,44.91,50.78,52.68,37.5,12487.421,138.777,2.281,1.1,0.038,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-11-01,128.854,2.146,1.11,0.036,0,0
Russia,2020-11-14,walking,121.6,0,0,44.91,50.78,52.68,37.5,12936.191,144.55,2.473,1.09,0.038,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-11-01,136.394,2.234,1.11,0.038,0,1
Russia,2020-11-18,driving,105.06,0,0,47.69,52.34,54.46,37.5,13537.783,150.052,2.684,1.09,0.039,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-11-01,142.267,2.449,1.09,0.038,0,0
Russia,2020-11-18,walking,105.66,0,0,47.69,52.34,54.46,37.5,13537.783,150.052,2.684,1.09,0.039,0,0,0,0,8.823,24765.954,0.1,8.05,Wednesday,0,0,2020-11-01,142.267,2.449,1.09,0.038,0,1
Russia,2020-11-19,walking,106.78,0,0,47.69,52.34,54.46,37.5,13697.697,152.013,2.712,1.09,0.04,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-11-01,144.55,2.473,1.09,0.038,0,1
Russia,2020-11-21,driving,106.74,0,0,47.69,52.34,54.46,37.5,14030.703,156.359,2.845,1.09,0.041,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-11-01,147.536,2.582,1.09,0.038,0,0
Russia,2020-11-21,walking,114.29,0,0,47.69,52.34,54.46,37.5,14030.703,156.359,2.845,1.09,0.041,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-11-01,147.536,2.582,1.09,0.038,0,1
Russia,2020-11-29,driving,104.92,0,0,47.69,52.34,54.46,37.5,15417.126,174.278,3.22,1.08,0.051,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-11-01,162.425,2.992,1.09,0.045,0,0
Russia,2020-11-30,walking,106,0,0,47.69,52.34,54.46,37.5,15595.604,175.408,3.229,1.08,0.052,0,0,0,0,8.823,24765.954,0.1,8.05,Monday,0,0,2020-11-01,165.045,3.04,1.09,0.047,0,1
Russia,2020-12-03,driving,103.29,0,0,47.69,52.34,54.46,37.5,16136.929,181.598,3.412,1.07,0.054,0,0,0,0,8.823,24765.954,0.1,8.05,Thursday,0,0,2020-12-01,172.227,3.166,1.09,0.05,0,0
Russia,2020-12-06,driving,101.43,0,0,47.69,52.34,54.46,37.5,16714.099,185.282,3.473,1.06,0.057,0,0,0,0,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-12-01,177.404,3.304,1.07,0.053,0,0
Russia,2020-12-08,driving,103.1,0,0,47.69,52.34,54.46,37.5,17081.044,186.631,3.548,1.04,0.057,0,0,0,0,8.823,24765.954,0.1,8.05,Tuesday,0,0,2020-12-01,181.598,3.412,1.07,0.054,0,0
Russia,2020-12-11,walking,113.93,0,0,47.69,52.34,54.46,37.5,17640.241,188.252,3.563,1.02,0.058,0,0,0,0,8.823,24765.954,0.1,8.05,Friday,0,0,2020-12-01,185.282,3.473,1.06,0.057,0,1
Russia,2020-12-12,driving,108.96,0,0,47.69,52.34,54.46,37.5,17830.251,187.546,3.617,1.02,0.058,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-12-01,186.997,3.554,1.05,0.057,0,0
Russia,2020-12-12,walking,111.23,0,0,47.69,52.34,54.46,37.5,17830.251,187.546,3.617,1.02,0.058,0,0,0,0,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-12-01,186.997,3.554,1.05,0.057,0,1
Russia,2020-12-19,walking,115.32,0,0,47.69,52.34,54.46,37.5,19136.09,186.549,3.74,1.02,0.057,0.02,0.02,0,23,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-12-01,185.641,3.645,1.02,0.056,0,1
Russia,2020-12-26,walking,120.19,0,0,47.69,52.34,54.46,37.5,20503.197,195.301,3.715,1,0.063,0.04,0.04,0,276,8.823,24765.954,0.1,8.05,Saturday,1,0,2020-12-01,189.362,3.795,1.03,0.06,0.02,1
Russia,2020-12-27,driving,114.37,0,0,47.69,52.34,54.46,37.5,20694.029,194.654,3.757,0.99,0.064,0.04,0.04,0,339,8.823,24765.954,0.1,8.05,Sunday,1,0,2020-12-01,191.393,3.783,1.03,0.061,0.04,0
Russia,2021-01-01,walking,72.21,0,0,47.69,50.26,52.08,37.5,21612.168,186.649,3.733,0.95,0.066,0.04,0.04,0,466,8.823,24765.954,0.1,8.05,Friday,0,1,2021-01-01,194.654,3.757,0.99,0.064,0.04,1
Russia,2021-01-03,driving,119,0,0,47.69,50.26,52.08,37.5,21953.3,179.896,3.573,0.93,0.079,0.55,0.55,0,417,8.823,24765.954,0.1,8.05,Sunday,1,1,2021-01-01,191.418,3.752,0.98,0.063,0.04,0
Russia,2021-01-03,walking,112.03,0,0,47.69,50.26,52.08,37.5,21953.3,179.896,3.573,0.93,0.079,0.55,0.55,0,417,8.823,24765.954,0.1,8.05,Sunday,1,1,2021-01-01,191.418,3.752,0.98,0.063,0.04,1
Russia,2021-01-07,driving,108.3,0,0,50.46,52.29,54.4,37.5,22598.042,166.891,3.286,0.92,0.092,0.55,0.55,0,222,8.823,24765.954,0.1,8.05,Thursday,0,1,2021-01-01,183.815,3.618,0.93,0.073,0.55,0
Russia,2021-01-08,walking,108.85,0,0,50.46,52.29,54.4,37.5,22757.908,163.677,3.2,0.92,0.097,0.55,0.55,0,173,8.823,24765.954,0.1,8.05,Friday,0,0,2021-01-01,179.896,3.573,0.93,0.079,0.55,1
Russia,2021-01-17,driving,99.07,0,0,50.46,52.29,54.4,37.5,24191.538,160.213,3.561,0.95,0.053,0.69,0.69,0,400,8.823,24765.954,0.1,8.05,Sunday,1,0,2021-01-01,158.268,3.134,0.95,0.071,0.55,0
Russia,2021-01-18,driving,100.32,0,0,50.46,54.79,57.26,37.5,24345.778,159.715,3.593,0.95,0.054,0.69,0.69,0,469,8.823,24765.954,0.1,8.05,Monday,0,0,2021-01-01,156.938,3.256,0.96,0.065,0.69,0
Russia,2021-01-18,walking,97.26,0,0,50.46,54.79,57.26,37.5,24345.778,159.715,3.593,0.95,0.054,0.69,0.69,0,469,8.823,24765.954,0.1,8.05,Monday,0,0,2021-01-01,156.938,3.256,0.96,0.065,0.69,1
